season_week,all_cause,septicemia,cancer,diabetes,Alzheimers,influenza_pneumonia,chronic_LRD,other_respiratory,kidney,NEC,heart_disease,CBVD,COVID19_UCOD
1.0,49506.78647436162,661.2138372202838,11066.084329013765,1422.0535193746096,2091.4249086021305,758.8765290799331,2582.067961130082,745.7880317195967,850.0577539643452,596.7683020672107,11179.921186366613,2597.035048452046,0.0
2.0,49010.807532584025,701.9657879592146,11002.551182396537,1388.7133617767395,2058.6998214234363,733.3299798898486,2535.1856744225224,735.7698273807121,838.0200211425583,600.2614766151919,11156.55823281053,2618.680916679031,0.0
3.0,49939.21433189201,716.5663691631589,11049.510344661154,1480.220026519367,2136.8309867260423,768.0540954028954,2671.4911003882985,728.0505320114166,839.0092852354604,575.1531840630489,11488.268480571234,2671.585913575337,0.0
4.0,50470.32752407905,724.7213586518271,11077.896560201514,1474.9175159738174,2226.2848762070817,773.5693609523478,2630.3752060499164,749.3119564904015,894.8359490762375,619.431622091353,11520.578373779103,2717.848004826583,0.0
5.0,50916.14349575418,681.8576287615235,11086.722995517868,1498.1754062685868,2227.9097108677097,761.5265030934236,2642.9793214380757,756.990251562599,916.5945681202422,636.0773569638859,11690.300832899808,2636.2697903102317,0.0
6.0,50704.65938761581,717.6427588873942,11078.12718687269,1509.2674378131385,2227.384328598435,798.2855222007846,2679.6589024698096,768.4411016694645,927.256030582558,605.2897976738989,11581.069415079135,2725.385361377506,0.0
7.0,51473.23387217625,722.6941426132189,10991.74621889438,1523.85520642424,2241.3980270874576,840.0421121440293,2703.1269852499136,765.4835594650324,923.070910058342,596.8118648828772,12018.028399103212,2775.3071908836937,0.0
8.0,51748.61250801274,711.6584864771772,11112.333607672172,1563.171948876621,2288.6083821345082,837.553576800362,2736.5901437390767,717.6120086645708,950.7241133626618,621.9585952135496,12175.86431399768,2781.3452761838516,0.0
9.0,52152.44139499888,754.4760910332454,10858.08051686782,1556.0164735551296,2233.968296316417,901.0610982319051,2903.777942181879,797.6807018558827,973.9000030632357,676.7831823685815,12390.380409304395,2811.1410088623675,0.0
10.0,52890.648507351885,762.9463362685613,11049.823037889233,1596.8811751110793,2313.0016000805913,942.8356258051301,2919.5241011114113,826.8588015966538,962.3235895465075,684.3974144765635,12355.535789455913,2794.464523767011,0.0
11.0,53958.44613690768,769.9788106987589,11259.848941036653,1592.0629805749995,2434.1118086090883,1034.6677963686798,3002.094142239234,801.1354386253345,977.8826846205307,663.7715605653038,12685.626195667712,2961.324253870323,0.0
12.0,55048.79676626376,812.8476656261997,11322.83870179192,1624.6420041952815,2511.8405925337124,1131.5590382137595,3128.7554915771434,855.0450747259544,1007.2760359210662,720.2056072695516,13046.083908124241,2892.896037159954,0.0
13.0,55702.43704185962,816.9866608161808,11022.615712815852,1707.0659158019857,2418.6859645006334,1370.1940300543015,3352.5336503568788,843.0611547941083,1041.587519981858,687.4830826094267,13424.350804846168,2886.937389935423,0.0
14.0,59149.00400026779,865.5194073700538,11204.414342536875,1881.2118756364948,2539.824360733385,1812.9629033005156,3686.829743204148,948.476454764445,1081.3707067764353,671.4191054146779,14303.450713141732,2985.9173482647584,0.0
15.0,59808.151985782824,871.4729295574474,11578.38855891741,1759.924787364056,2676.547477225846,2011.2739509657945,3811.189687016607,949.9270381624063,1075.9502544140223,656.3751425356548,14092.645672424038,3081.868079832447,0.0
16.0,58469.32503999125,859.4428842913662,11313.889265584272,1755.2373472376828,2698.864857243225,2035.4775425377998,3630.964641584842,937.2896100328547,1099.0390184832627,625.0929511992167,13638.625957444725,3098.959758898627,0.0
17.0,57330.45434474873,838.678654377401,11184.11143192797,1708.0347457090454,2564.9710910640574,1850.4446186069358,3569.2024591493573,923.240036283871,1058.7791372722145,638.0661352239649,13430.31470903325,2994.7771622852115,0.0
18.0,56557.25694476507,822.0790448391033,11038.205624075406,1738.8761178889738,2525.4134718662262,1790.1970825336289,3406.7918549455385,925.2339395810873,1048.1356124398787,618.9908029348428,13226.24751907307,2951.0702978231247,0.0
19.0,56722.38677694644,810.9434504788853,11214.473547172858,1697.6935980678072,2491.960563451336,1708.4061789760815,3512.0610913574637,898.4008741441403,1005.2539449195953,606.8531318888795,13283.70663916747,2905.4847774367026,0.0
20.0,55861.23199832582,801.3250649994127,11155.389526455121,1693.9954220343366,2497.1016353270625,1709.700448741357,3410.74378628001,908.5497669300248,1027.3944451930315,621.4460255371182,13112.418349275926,2879.6717263154815,0.0
21.0,54991.6891729522,809.8721857917872,11076.479289544946,1602.7834469271006,2434.024682977755,1581.0375085505252,3324.2295673361286,927.2534680639895,1013.7549403777343,565.5834864363801,12825.481237552685,2865.8349075704004,0.0
22.0,54427.651280988954,796.3274941635291,10896.736063566786,1679.2744024576668,2218.855145436041,1472.8133584154434,3235.6137533524425,850.6523242349726,953.3048993747996,598.2624482808385,13008.29738503357,2858.951059217183,0.0
