jurisdiction,week_end_date,all_cause,septicemia,cancer,diabetes,Alzheimers,influenza_pneumonia,chronic_LRD,other_respiratory,kidney,NEC,heart_disease,CBVD,COVID19_UCOD,season_week,season
United States,12/10/2016,52839.68377461348,725.4736984669261,11054.837309972207,1557.6347055319295,2365.4100420602294,986.6035871307915,2924.2483251930157,766.1164826947651,927.671550000425,739.6986729466697,12443.804460958603,2862.2680792455612,0.0,10.0,2.0
United States,12/17/2016,53703.342939455055,836.2252854877872,11399.28490630314,1479.3973458933394,2355.2493460032697,1032.3267193871104,2961.842900603767,776.2771787517248,937.8322460573847,651.3006172511199,12853.280512054082,2816.5449469892424,0.0,11.0,2.0
United States,12/24/2016,54411.54345462515,756.9718562435013,11154.412131330411,1661.2738053129187,2486.3223251380505,1070.9373644035575,3157.9443345030895,771.196830723245,1009.973188061799,688.895192661871,12858.360860082561,3013.6624504942615,0.0,12.0,2.0
United States,12/31/2016,55249.80087932433,884.996626561194,11023.339152195631,1583.0364456743287,2534.0775966057613,1236.5567101320014,3319.4994018087496,838.2574246991792,981.5232391023117,750.8754386093254,13262.75656314956,2979.1160839005984,0.0,13.0,2.0
United States,1/7/2017,57317.50252691563,862.6430952358826,11202.167402798123,1710.0451463863255,2581.832868073472,1486.5098331332113,3605.0149610093185,847.402051150443,1052.64811150103,627.9310163201125,13609.236298691887,3052.2730955107086,0.0,14.0,2.0
United States,1/14/2017,58661.76261525141,906.3340882808095,11665.495142995487,1789.2985756306116,2660.070227712062,1537.31331341801,3742.184357778275,936.8161764516888,1056.7123899238138,613.7060418403688,13803.305593379819,3000.453545620214,0.0,15.0,2.0
United States,1/21/2017,56990.32811388153,819.9681717966516,11475.49012673034,1549.5061486863617,2662.102366923454,1544.4258006578818,3603.9988914036226,908.3662274922015,1018.1017449073668,625.8988771087205,13494.420433248242,2968.9553878436386,0.0,16.0,2.0
United States,1/28/2017,55736.4982204527,842.3217031219631,11054.837309972207,1656.1934572844389,2435.5188448532517,1476.3491370762515,3550.147202301736,864.6752344472745,1045.535624261158,601.5132065720171,13215.001291681849,2874.460914513913,0.0,17.0,2.0
United States,2/4/2017,56204.906308678546,898.2055314352417,11275.324414408233,1600.3096289711602,2566.5918239880325,1553.5704271091456,3489.1830259599774,837.2413550934832,1016.0696056959748,590.3364409093614,13275.965468023607,2884.6216105708727,0.0,18.0,2.0
United States,2/11/2017,56663.153700847426,828.0967286422194,11434.8473425025,1728.334399288853,2424.342079190596,1547.4740094749698,3524.7454621593365,869.7555824757544,1029.2785105700225,641.1399211941601,13328.801087519798,2868.364496879737,0.0,19.0,2.0
United States,2/18/2017,56218.11521355259,867.7234432643625,11141.203226456364,1669.4023621584865,2482.2580467152666,1606.406046605336,3676.139833408037,820.9842414023476,1030.2945801757185,635.0435035599843,13453.777649020403,2918.15190755884,0.0,20.0,2.0
United States,2/25/2017,55893.98900933557,840.2895639105711,11136.122878427885,1588.1167937028085,2439.5831232760356,1604.3739073939441,3733.0397313270114,899.2216010409377,1008.957118456103,629.9631555315044,13188.583481933752,2873.444844908217,0.0,21.0,2.0
United States,3/4/2017,54955.140693672496,855.5306079960108,10682.955834287479,1613.518533845208,2404.0206870766765,1548.4900790806657,3517.6329749194647,806.759266922604,1005.9089096390151,593.3846497264493,12974.192795131903,2932.3768820385835,0.0,22.0,2.0
United States,3/11/2017,55088.245812018664,795.5825012599482,11087.351537354478,1610.47032502812,2445.6795409102115,1492.606250767387,3488.1669563542814,856.5466776017067,994.7321439763593,627.9310163201125,12850.232303236993,2850.0752439772095,0.0,23.0,2.0
United States,3/18/2017,54396.302410539705,813.8717541624758,10940.02144452856,1628.7595779306475,2377.602877328581,1372.710037295262,3443.4598937036585,856.5466776017067,1010.9892576674949,623.8667378973286,13082.912242941371,2743.387935379132,0.0,24.0,2.0
United States,3/25/2017,54680.80190013458,804.727127711212,11104.624720651309,1596.2453505483763,2456.856306572867,1319.8744177990714,3425.170640801131,839.2734943048752,956.1214989599123,613.7060418403688,12676.484400662981,2796.223554875323,0.0,25.0,2.0
United States,4/1/2017,53414.779171437396,765.1004130890691,11147.299644090539,1542.39366144649,2358.2975548203576,1227.4120836807376,3333.724376288493,873.8198608985383,997.7803527934473,657.3970348852957,12322.892177880783,2753.548631436092,0.0,26.0,2.0
United States,4/8/2017,52891.50332450397,815.9038933738677,10922.748261231729,1514.9597820926986,2260.754872673544,1176.6086033959389,3348.965420373933,845.369911939051,956.1214989599123,623.8667378973286,12245.67088784789,2710.873707996861,0.0,27.0,2.0
United States,4/15/2017,52675.08049849073,775.2611091460288,11141.203226456364,1538.329383023706,2232.3049237140567,1154.2550720706274,3210.77995399928,812.8556845567798,1015.0535360902788,558.8382831327862,11982.508859972631,2786.062858818363,0.0,28.0,2.0
United States,4/22/2017,50969.099630527184,779.3253875688127,10924.780400443122,1370.67789808387,2219.096018840009,1031.3106497814144,2977.0839446892064,818.9521021909557,904.3019490694176,580.1757448524016,11690.896883137886,2714.937986419645,0.0,29.0,2.0
United States,4/29/2017,51141.8314634955,741.7308121580617,11016.226664955759,1465.1723714135958,2148.9872160469868,950.0250813257364,3005.5338936486937,778.3093179631168,925.639410789033,585.2560928808815,12032.296270651734,2615.3631650614393,0.0,30.0,2.0
United States,5/6/2017,50639.89307828169,692.9594710846549,10828.253787902004,1552.5543575034496,2063.637369168525,926.655480394729,3031.951703396789,725.4736984669261,943.9286636915606,588.3043016979694,11644.157681275872,2627.556000329791,0.0,31.0,2.0
United States,5/13/2017,49969.28713852235,717.3451416213583,10851.623388833012,1460.092023385116,2056.524881928653,858.5788168130987,2944.569717306935,746.8111601865415,984.5714479193996,542.5811694416506,11611.643453893601,2645.8452532323186,0.0,32.0,2.0
United States,5/20/2017,50305.606178007714,659.4291740966877,10983.712437573487,1357.4689932098224,1994.5446359811986,822.0003110080436,2937.4572300670634,750.8754386093254,859.5948864187947,581.1918144580976,11745.76464184547,2661.086297317758,0.0,33.0,2.0
United States,5/27/2017,48862.78733791943,694.9916102960468,10676.859416653304,1359.5011324212144,2000.6410536153744,780.3414571745086,2880.557332148089,737.6665337352778,860.6109560244906,539.5329606245626,11299.710084944936,2558.4632671424647,0.0,34.0,2.0
United States,6/3/2017,49244.82950966112,684.8309142390871,10767.289611560245,1384.9028725636138,2068.7177171970047,815.9038933738677,2736.2754481392603,720.3933504384462,866.7073736586665,541.5650998359546,11420.622368022758,2614.3470954557433,0.0,35.0,2.0
United States,6/10/2017,49345.420400625015,680.7666358163032,10776.434238011509,1408.2724734946212,1977.271452684367,817.9360325852597,2771.8378843386195,700.0719583245267,802.69498849982,547.6615174701304,11478.538335547428,2530.0133181829774,0.0,36.0,2.0
United States,6/17/2017,48792.678535126404,714.2969328042703,10689.052251921656,1426.5617263971487,1991.4964271641106,750.8754386093254,2764.7253970987476,675.6862877878233,801.6789188941241,538.5168910188667,11389.124210246182,2447.7116801216034,0.0,37.0,2.0
United States,6/24/2017,49154.39931475418,660.4452437023837,11058.90158839499,1394.0474990148775,2046.3641858716933,754.9397170321093,2778.9503715784913,733.6022553124939,866.7073736586665,557.8222135270902,11090.399746171564,2525.9490397601935,0.0,38.0,2.0
United States,7/1/2017,48566.095013056205,665.5255917308635,10899.378660300721,1367.6296892667822,1900.0501626514729,744.7790209751496,2672.263062980414,725.4736984669261,854.5145383903148,590.3364409093614,11235.69769978609,2464.984863418435,0.0,39.0,2.0
United States,7/8/2017,48896.3176349074,662.4773829137756,11040.612335492462,1370.67789808387,1921.3876243710884,745.7950905808456,2581.832868073472,681.7827054219991,819.9681717966516,523.275846933427,11209.279890037995,2426.374218401988,0.0,40.0,2.0
United States,7/15/2017,48053.99593178543,684.8309142390871,10927.828609260208,1337.147601095903,1949.8375733305757,776.2771787517248,2517.8204829146257,689.9112622675669,794.5664316542523,512.0990812707713,11031.467709041199,2513.756204491842,0.0,41.0,2.0
United States,7/22/2017,48081.42981113923,643.1720604055521,10981.680298362096,1358.4850628155184,1938.66080766792,668.5738005479515,2483.2741163209625,704.1362367473106,800.6628492884281,572.0471880068338,10927.828609260208,2501.56336922349,0.0,42.0,2.0
United States,7/29/2017,47382.3739224204,640.1238515884642,10872.960850552627,1335.115461884511,1915.2912067369125,723.4415592555341,2423.3260095849,679.7505662106072,764.0843434833731,545.6293782587385,10676.859416653304,2445.6795409102115,0.0,43.0,2.0
United States,8/5/2017,48035.7066788829,660.4452437023837,10763.225333137461,1361.5332716326063,1979.303591895759,654.3488260682078,2570.6561024108164,676.7023573935193,876.8680697156262,546.6454478644345,10946.117862162737,2534.0775966057613,0.0,44.0,2.0
United States,8/12/2017,48273.466966615764,620.8185290802406,11043.66054430955,1336.131531490207,2041.2838378432134,701.0880279302227,2443.6474016988195,707.1844455643985,831.1449374593074,526.324055750515,10888.201894638067,2594.025703341824,0.0,45.0,2.0
United States,8/19/2017,48172.87607565186,672.6380789707354,10999.969551264623,1437.7384920598045,1994.5446359811986,682.7987750276951,2415.197452739332,710.2326543814864,809.8074757396919,527.3401253562109,10944.085722951344,2394.8760606254127,0.0,46.0,2.0
United States,8/26/2017,47606.925305279205,688.895192661871,10824.18950947922,1298.5369560794559,1923.4197635824803,690.9273318732629,2442.6313320931235,678.7344966049112,811.8396149510838,564.934700766962,10815.044883027957,2556.4311279310728,0.0,47.0,2.0
United States,9/2/2017,48759.14823813844,678.7344966049112,11178.797801867115,1406.2403342832292,2049.412394688781,698.0398191131347,2439.5831232760356,662.4773829137756,825.0485198251315,493.80982836824376,11034.515917858287,2625.523861118399,0.0,48.0,2.0
United States,9/9/2017,48986.74782981434,716.3290720156623,10806.916326182389,1455.011675356636,2011.8178192780301,760.0200650605892,2430.438496824772,680.7666358163032,910.3983667035934,575.0953968239218,11240.778047814569,2603.1703297930876,0.0,49.0,2.0
United States,9/16/2017,49572.00392269522,698.0398191131347,10941.037514134257,1423.5135175800608,2131.714032750155,768.148621906157,2595.04177294752,707.1844455643985,898.2055314352417,604.561415389105,11292.597597705064,2572.6882416222084,0.0,50.0,2.0
United States,9/23/2017,48989.79603863142,671.6220093650394,10956.278558219696,1394.0474990148775,2089.0391093109242,704.1362367473106,2563.5436151709446,679.7505662106072,877.8841393213222,579.1596752467057,11096.496163805741,2561.5114759595526,0.0,51.0,2.0
United States,9/30/2017,48945.088975980805,688.895192661871,11061.949797212077,1382.8707333522218,2082.9426916767484,751.8915082150214,2515.7883437032337,725.4736984669261,822.0003110080436,551.7257958929143,10985.74457678488,2512.740134886146,0.0,52.0,2.0
United States,10/7/2017,49479.45759535018,658.3662854261814,11091.250428099964,1381.3574823052395,2087.182687079627,747.2255386738868,2634.474905946177,730.0595465692165,846.1824343361043,581.6242030758904,11230.59789342023,2596.103864771031,0.0,1.0,3.0
United States,10/14/2017,48994.770759453604,684.6201557039126,10997.342353645003,1306.634928437851,2057.8995240775425,771.4598804687156,2566.8207017689465,741.1669532251797,852.2410197848116,562.4386824883176,11128.611705033658,2619.328442324409,0.0,2.0,3.0
United States,10/21/2017,49839.94342954826,696.7373266013269,11102.357834755927,1539.8904682130776,2162.915005188467,795.6942222635444,2636.4944344290793,669.4736920821446,846.1824343361043,573.5460891442807,11403.267578708384,2676.885004087127,0.0,3.0,3.0
United States,10/28/2017,50094.40401839396,741.1669532251797,11003.40093909371,1429.826165894897,2182.10052577604,789.6356368148372,2667.7971259140663,736.1181320179237,871.4265403723842,604.8487806292679,11461.833904712554,2697.080288916151,0.0,4.0,3.0
United States,11/4/2017,51208.17397671463,677.5518060137542,11116.494534136244,1487.3827276576153,2226.530152399893,796.7039865049956,2681.933825294383,790.6454010562884,935.0416875838098,625.0440654582918,11638.542646966514,2613.269856875702,0.0,5.0,3.0
United States,11/11/2017,50791.14134499528,724.0009611205093,11084.182078409805,1508.5877767280906,2217.442274226832,834.06526343869,2692.031467708895,751.2645956396917,982.5006069320161,569.5070321784759,11556.751743408966,2703.138874364858,0.0,6.0,3.0
United States,11/18/2017,51206.154448231726,735.1083677764725,10905.453807672944,1515.656126418249,2197.2469893978077,856.2800767506163,2631.4456132218234,771.4598804687156,913.8366385133346,607.8780733536215,11929.354748504458,2773.822371266442,0.0,7.0,3.0
United States,11/25/2017,51614.09920177801,744.1962459495332,11107.406655963183,1565.1345742493577,2194.217696673454,864.3581906822259,2754.6368506788695,712.8935544645461,924.9440451692979,587.6827885245975,12176.746987660003,2779.8809567151493,0.0,8.0,3.0
United States,12/2/2017,52243.182324202106,791.6551652977396,10885.25852284392,1519.6951833840537,2240.6668517802095,954.2272081713826,2919.228422035415,791.6551652977396,952.2076796884802,637.1612363557063,12194.922744006124,2841.4765754436726,0.0,9.0,3.0
United States,12/9/2017,52964.153992598265,762.3720022956549,11027.635280888539,1590.3786802856375,2305.291763233086,988.5591923807233,2990.9216831784497,810.8406858853124,943.1198015154193,647.2588787702182,12314.074924497365,2799.066477302722,0.0,10.0,3.0
United States,12/16/2017,54695.899666687066,762.3720022956549,11247.7638855249,1674.189112326087,2523.400839386545,1147.0921782885614,3063.624708562936,771.4598804687156,939.0807445496146,634.1319436313527,12942.148282680011,3033.3317813194003,0.0,11.0,3.0
United States,12/23/2017,56805.29716707862,831.0359707143364,11523.429523441077,1645.9157135654534,2669.8166543969687,1323.8009205425212,3290.8216628894556,831.0359707143364,1042.0766971776368,696.7373266013269,13444.001110681256,2994.9607401442545,0.0,12.0,3.0
United States,12/30/2017,58424.95901036634,880.5144185454451,11195.256144969437,1860.9954969945588,2579.947636907812,1731.7456740888053,3584.6630571517544,861.3288979578723,1099.633258940355,669.4736920821446,14240.705097186252,3019.1950819390836,0.0,13.0,3.0
United States,1/6/2018,63253.651612985974,999.6665990366865,11370.955122981946,1992.2648483832145,2809.1641197172344,2419.3951225170717,4086.515885153,1029.9595262802225,1140.023828598403,717.9423756718021,15449.392894203336,3226.1967514365792,0.0,14.0,3.0
United States,1/13/2018,64473.44681665902,972.4029645175041,11869.778658258838,1905.4251236184116,3043.4294237339122,2774.8321355078933,4201.629008678437,1008.7544772097473,1182.4339267393534,738.1376605008261,15296.918493744206,3231.245572643835,0.0,15.0,3.0
United States,1/20/2018,61850.07931736881,980.4810784491137,11360.857480567434,1836.76115519973,2930.335828691378,2811.1836482001368,4043.0960227705987,977.4517857247602,1176.3753412906462,680.5810987381078,14355.818220711688,3231.245572643835,0.0,16.0,3.0
United States,1/27/2018,60011.29863368618,912.8268742718834,11290.17398366585,1645.9157135654534,2823.300819097551,2537.537538766862,3853.2603453777733,981.4908426905649,1148.1019425300126,641.200293321511,13809.53576608659,3154.503490293544,0.0,17.0,3.0
United States,2/3/2018,58172.517950003545,905.758524581725,10998.352117886454,1730.7359098473542,2676.885004087127,2349.721389856939,3593.750935324815,975.4322572418578,1106.7016086305134,647.2588787702182,13373.317613779673,2949.5213492789508,0.0,18.0,3.0
United States,2/10/2018,58296.71895170204,874.4558330967379,11379.033236913556,1723.6675601571958,2554.703530871532,2194.217696673454,3700.7859449186426,894.6511179257618,1035.0083474874784,611.9171303194263,13631.81725959118,3001.0193255929616,0.0,19.0,3.0
United States,2/17/2018,57054.70893471707,843.1531416117507,11246.75412128345,1653.9938274970632,2603.1722144611895,2103.3389149428463,3563.4580080812793,935.0416875838098,1048.135282626344,627.0635939411942,13257.194726012785,2925.287007484122,0.0,20.0,3.0
United States,2/24/2018,55273.484812797156,845.1726700946531,11033.693866337246,1538.8807039716264,2490.0786194186553,1883.210310306485,3322.124354374443,979.4713142076625,1018.8521196242592,582.6339673173416,12811.888695532807,2819.2617621317463,0.0,21.0,3.0
United States,3/3/2018,54092.06065029925,854.260548267714,10877.18040891231,1591.3884445270887,2222.491095434088,1594.4177372514423,3237.3041580925424,881.5241827868963,951.197915447029,591.7218454904023,12788.664117979428,2876.8183238944644,0.0,22.0,3.0
United States,3/10/2018,54525.24950988182,773.479408951618,11120.533591102048,1584.3200948369304,2295.194120818574,1379.337953822337,3313.0364762013824,891.6218252014082,978.4615499662114,623.0245369753894,12892.669834848903,2803.1055342685268,0.0,23.0,3.0
United States,3/17/2018,53782.06302817373,799.7332792293491,10870.112059222152,1568.1638669737113,2353.7604468227437,1331.8790344741308,3262.548264128822,848.2019628190067,987.5494281392721,574.5558533857319,12662.443587798029,2777.861428232247,0.0,24.0,3.0
United States,3/24/2018,53382.19638855906,759.3427095713013,10979.166597298881,1550.997874869041,2334.574926235171,1203.6389758098285,3242.3529792997983,859.3093694749699,948.1686227226754,552.3410400738055,12621.04325389853,2835.4179899949654,0.0,25.0,3.0
United States,3/31/2018,52427.96918038768,779.5379944003253,10643.924869137083,1506.5682482451882,2331.5456335108174,1221.8147321559502,3233.2651011267376,871.4265403723842,972.4029645175041,516.9992916230136,12340.328794775096,2757.666143403223,0.0,26.0,3.0
United States,4/7/2018,52788.45501458576,722.9911968790581,10875.160880429408,1595.4275014928935,2247.735201470368,1221.8147321559502,3138.347262430325,845.1726700946531,937.0612160667122,578.5949103515368,12380.719364433144,2797.0469488198196,0.0,27.0,3.0
United States,4/14/2018,52737.96680251319,772.4696447101668,10955.942019745504,1510.607305210993,2156.85641973976,1043.086461419088,3236.294393851091,809.8309216438612,959.2760293786386,586.6730242831463,12520.06682975341,2860.6620960312453,0.0,28.0,3.0
United States,4/21/2018,51682.76317019669,719.9619041547045,10806.496912010725,1527.7732973156633,2201.2860463636125,1010.7740056926497,3058.57588735568,869.4070118894819,947.1588584812241,556.3800970396104,12039.41905082264,2671.836182879871,0.0,29.0,3.0
United States,4/28/2018,51366.70696262247,734.0986035350213,10918.58074281181,1469.2069713114938,2164.9345336713695,893.6413536843106,3108.054335186789,822.9578567827267,916.8659312376882,584.653495800244,11937.432862436068,2734.4415658498456,0.0,30.0,3.0
United States,5/5/2018,51334.39450689603,676.5420417723029,11064.996557822233,1503.5389555208346,2103.3389149428463,911.8171100304322,2980.824040763938,804.7821004366052,864.3581906822259,562.4386824883176,11994.989424198786,2672.8459471213223,0.0,31.0,3.0
United States,5/12/2018,49639.000345499466,659.3760496676326,10534.870331060354,1474.2557925187498,2015.4894259365922,760.3524738127525,2923.2674790012197,829.016442231434,842.1433773702995,507.9114134499528,11709.226143868098,2460.7954564165707,0.0,32.0,3.0
United States,5/19/2018,48387.90245034143,646.249114528767,10458.128248710063,1402.5625313757146,2004.382019280629,734.0986035350213,2820.2715263731975,748.235302915338,867.3874834065795,525.0774055546232,11278.056812768436,2555.7132951129834,0.0,33.0,3.0
United States,5/26/2018,48596.92364832183,647.2588787702182,10753.989171455263,1411.6504095487755,1932.6887581375938,731.0693108106677,2823.300819097551,747.2255386738868,890.612060959957,523.0578770717208,11404.277342949836,2573.889051459105,0.0,34.0,3.0
United States,6/2/2018,48780.700740265944,677.5518060137542,10637.866283688376,1457.0898004140795,1894.3177169624482,729.0497823277653,2817.242233648844,774.4891731930692,865.3679549236771,560.4191540054152,11345.711016945666,2526.4301321108987,0.0,35.0,3.0
United States,6/9/2018,49621.83435339479,659.3760496676326,10782.262570215897,1412.6601737902267,1980.1476774858002,711.8837902230949,2770.7930785420886,737.1278962593749,854.260548267714,585.6632600416951,11522.419759199625,2580.957401149263,0.0,36.0,3.0
United States,6/16/2018,48967.50712493442,644.2295860458646,10721.676715728825,1368.230547166374,1965.0012138640323,732.0790750521189,2749.5880294716135,779.5379944003253,842.1433773702995,518.0090558644648,11297.24233335601,2589.0355150808728,0.0,37.0,3.0
United States,6/23/2018,48793.82767540481,693.7080338769733,10847.897245910226,1401.5527671342634,1965.0012138640323,701.786147808583,2732.422037366943,757.3231810883989,866.3777191651283,584.653495800244,11212.422137074107,2603.1722144611895,0.0,38.0,3.0
United States,6/30/2018,48549.464728973624,637.1612363557063,10787.311391423153,1365.2012544420204,1959.9523926567763,744.1962459495332,2636.4944344290793,721.9814326376069,856.2800767506163,573.5460891442807,11169.002274691706,2521.3813109036428,0.0,39.0,3.0
United States,7/7/2018,49258.31922647236,671.493220565047,10892.326872534079,1430.8359301363482,1859.9857327531076,720.9716683961557,2626.3967920145674,785.5965798490324,858.2996052335187,585.6632600416951,11339.65243149696,2557.7328235958857,0.0,40.0,3.0
United States,7/14/2018,48867.540465030754,682.6006272210102,10629.788169756766,1417.7089949974827,1924.6106442059843,662.4053423919862,2577.9281084249096,765.4012950200084,873.4460688552866,541.2336334178424,11306.33021152907,2526.4301321108987,0.0,41.0,3.0
United States,7/21/2018,48281.877204989054,709.8642617401925,10670.178739414814,1379.337953822337,1982.1672059687025,653.3174642189255,2499.166497591716,763.381766537106,874.4558330967379,539.21410493494,11047.830565717562,2495.1274406259113,0.0,42.0,3.0
United States,7/28/2018,48091.03176335478,643.2198218044134,10867.082766497799,1348.0352623373499,1960.9621568982275,727.030253844863,2497.1469691088137,747.2255386738868,807.8113931609588,556.3800970396104,11022.586459681283,2471.902863072534,0.0,43.0,3.0
United States,8/4/2018,48333.37518130307,688.6592126697174,10801.44809080347,1373.27936837363,1975.0988562785442,635.1417078728039,2448.6782855191564,703.8056762914854,846.1824343361043,562.4386824883176,11034.703630578697,2560.7621163202393,0.0,44.0,3.0
United States,8/11/2018,48748.388284539506,661.395578150535,10935.74673491648,1408.621116824422,1979.137913244349,692.6982696355221,2318.418698371952,709.8642617401925,853.2507840262627,572.5363249028295,11090.240663858513,2465.8442776238267,0.0,45.0,3.0
United States,8/18/2018,47968.850290139184,662.4053423919862,10785.29186294025,1362.1719617176668,1967.0207423469346,597.7804309391095,2599.1331574953847,722.9911968790581,825.9871495070804,603.8390163878167,10943.82484884809,2581.9671653907144,0.0,46.0,3.0
United States,8/25/2018,48180.900780843935,664.4248708748886,11039.752451785953,1389.435596236849,1957.932864173874,636.1514721142551,2500.1762618331672,710.8740259816437,898.6901748915667,558.3996255225128,10815.584790183786,2483.010269728497,0.0,47.0,3.0
United States,9/1/2018,48325.29706737146,658.3662854261814,10819.62384714959,1401.5527671342634,2041.7432962143232,644.2295860458646,2403.238894653852,672.5029848064981,849.2117270604579,521.0383485888184,11063.986793580782,2556.7230593544346,0.0,48.0,3.0
United States,9/8/2018,47999.14321738272,664.4248708748886,10716.627894521569,1366.2110186834716,1972.0695635541906,670.4834563235958,2463.8247491409243,701.786147808583,832.0457349557876,577.5851461100855,10769.135635077031,2488.059090935753,0.0,49.0,3.0
United States,9/15/2018,48832.19871657996,675.5322775308517,10978.15683305743,1431.8456943777994,2044.772588938677,683.6103914624614,2478.971212762692,729.0497823277653,888.5925324770546,538.2043406934888,10963.010369435662,2478.971212762692,0.0,50.0,3.0
United States,9/22/2018,49260.338754955264,682.6006272210102,11148.806989862682,1451.031214965372,2102.329150701395,693.7080338769733,2541.5765957326666,768.430587744362,811.8504501267636,527.0969340375256,11187.178031037827,2531.4789533181547,0.0,51.0,3.0
United States,9/29/2018,48612.0701119436,692.6982696355221,10880.209701636664,1356.1133762689597,2030.63588955836,693.7080338769733,2455.7466352093147,735.1083677764725,894.6511179257618,558.3996255225128,11072.064907512391,2604.1819787026407,0.0,52.0,3.0
United States,10/6/2018,49787.90968739092,667.0804316644653,11072.128670744085,1466.7732382983725,2097.6866586075357,777.5907441390002,2536.7139908927334,754.4840424397793,854.9479628711747,594.7464089538606,11196.703932079015,2607.03873519471,0.0,1.0,4.0
United States,10/13/2018,49252.43699149159,725.3495055146747,11037.97093779741,1474.8103519328843,2064.533564865175,697.2196077938839,2508.5840931719426,732.3819799448723,826.818065150384,596.7556873624885,11242.917335477458,2635.168632915501,0.0,2.0,4.0
United States,10/20/2018,50278.17361909613,740.4190935793839,11037.97093779741,1424.5783917171866,2111.751607467931,747.4515680095816,2711.5212124433615,787.6371361821398,832.8459003762678,537.4819743079653,11644.773017203039,2677.363479496687,0.0,3.0,4.0
United States,10/27/2018,51058.77828084808,712.2891958585933,11186.657540035876,1525.042312148582,2273.4985193624775,755.4886816440933,2596.992343151571,766.5397128915467,916.2309543343259,605.7974402013142,11649.796213224608,2748.6928630029774,0.0,4.0,4.0
United States,11/3/2018,50865.887553619796,688.1778549550584,11102.267846873503,1509.9727240838727,2230.2990335769773,727.3587839233026,2606.034095990396,728.3634231276166,902.1660054739306,589.7232129322908,11800.492093871702,2665.3078090449194,0.0,5.0,4.0
United States,11/10/2018,50873.92466725431,712.2891958585933,11102.267846873503,1516.0005593097562,2237.331508007175,768.5489913001746,2679.3727579053148,787.6371361821398,877.0500253660816,587.7139345236629,11688.977142192853,2763.762451067687,0.0,6.0,4.0
United States,11/17/2018,51968.981399956516,714.2984742672212,11116.332795733899,1538.1026218046634,2285.554189814245,826.818065150384,2778.8320391323964,761.516516869977,934.3144600119771,552.5515623726747,12176.22715628512,2785.864513562594,0.0,7.0,4.0
United States,11/24/2018,52094.56130049576,684.1592981378026,11150.490528680573,1566.232519525454,2385.0134710413263,813.7577554943026,2724.5815220994427,724.3448663103607,978.518585001791,576.6629032762095,12266.644684673376,2796.9155448100473,0.0,8.0,4.0
United States,12/1/2018,52341.70254475699,723.3402271060468,10868.186912268353,1599.3856132678145,2231.3036727812914,855.9526020754887,2896.374826037129,805.7206418597909,998.6113690880701,663.0618748472095,12678.546758442097,2792.8969879927918,0.0,9.0,4.0
United States,12/8/2018,53085.13555594932,770.5582697088025,11116.332795733899,1615.4598405368376,2321.7212011695474,906.1845622911864,2853.1753402516288,847.915488440977,983.5417810233608,656.0294004170119,12472.595721557736,2801.938740831617,0.0,10.0,4.0
United States,12/15/2018,53504.07010414824,780.6046617519421,11315.251358188061,1523.033033739954,2349.851098890338,932.3051816033492,2946.6067862528266,838.8737356021514,1019.7087923786631,627.8995026962211,12519.813764160492,2907.4258572845824,0.0,11.0,4.0
United States,12/22/2018,53597.501550149434,797.6835282252794,11168.574034358224,1615.4598405368376,2355.878934116222,947.3747696680584,2970.7181271563613,882.0732213876514,975.5046673888492,661.0525964385816,12746.862224335446,2809.975854466129,0.0,12.0,4.0
United States,12/29/2018,53249.89638545681,759.5072384613491,10892.298253171888,1562.213962708198,2258.428931297768,1014.6855963570933,3126.4372038250244,831.8412611719538,986.5556986363026,622.8763066746513,12700.648820937004,2766.776368680629,0.0,13.0,4.0
United States,1/5/2019,55370.689745763564,733.3866191491862,11078.156505969968,1775.1974740227563,2272.4938801581634,1222.6459116500819,3298.23050776271,873.0314685488258,1025.7366276045468,611.8252754271979,13257.218940126935,2756.7299766374895,0.0,14.0,4.0
United States,1/12/2019,55440.00985086123,776.5861049346863,11332.330224661398,1621.4876757627214,2310.670169922094,1258.8129230053842,3434.8614395494083,887.0964174092212,973.4953889802213,581.6860992977793,12958.84109644569,2953.639260683024,0.0,15.0,4.0
United States,1/19/2019,55373.70366337651,740.4190935793839,11313.242079779435,1677.7474712043029,2469.4031642036985,1270.8685934571515,3227.9057634607334,901.1613662696166,1029.7551844218026,574.6536248675816,13008.068417457074,2975.741323177931,0.0,16.0,4.0
United States,1/26/2019,54909.56035098346,764.5304344829188,11120.351352551155,1781.22530924864,2308.6608915134657,1169.4000338214423,3292.202672536827,856.9572412798026,974.5000281845352,630.913420309163,13115.564812318667,2847.147505025745,0.0,17.0,4.0
United States,2/2/2019,55194.877885008624,744.4376503966398,11117.337434938212,1761.132525162361,2377.980996611129,1237.7154997147911,3229.9150418693616,877.0500253660816,991.5788946578724,588.718573727977,13154.745741286912,2960.671735113222,0.0,18.0,4.0
United States,2/9/2019,55395.80572587141,751.4701248268375,11094.230733238992,1675.7381927956749,2429.21759603114,1234.7015821018492,3330.378962300757,905.1799230868723,977.513945797477,600.7742441797444,12997.01738620962,2821.0268857135825,0.0,19.0,4.0
United States,2/16/2019,54909.56035098346,763.5257952786048,11089.207537217422,1738.0258234631401,2394.055223880152,1321.1005536728492,3264.072774816036,888.1010566135352,1005.6438435182678,619.8623890617095,13053.277181651201,2845.138226617117,0.0,20.0,4.0
