all_cause,septicemia,cancer,diabetes,Alzheimers,influenza_pneumonia,chronic_LRD,other_respiratory,kidney,NEC,heart_disease,CBVD,COVID19_UCOD,Explained,Unexplained,Total Unreported
48748.45936162673,650.8910060554289,10827.795189027354,1382.7768423333653,1941.0225201792387,738.7780169493285,2662.021668408793,725.604314454063,853.8990718940187,588.6071463523497,11262.560878967532,2508.672536999801,0.0,33554.022045268925,15194.437316357806,15783.044462710157
49141.06242045507,657.9476664780717,10841.538206086421,1420.0722806690135,1927.863768494001,712.2666705124898,2611.4428514416045,728.2233322251794,824.9711850580322,568.3046806175024,11337.4298870954,2508.9203219622527,0.0,33570.676170022474,15570.386250432604,16138.690931050105
48619.747468089714,672.135595657085,10767.97382962241,1383.7462894452347,1948.1742787978199,692.8660926834723,2583.992530652853,721.1943987763043,864.4152638138023,540.9958627977347,11195.36029124428,2519.897654074671,0.0,33349.75622476792,15269.991243321796,15810.987106119532
48345.79564028294,658.9707143291909,10781.007238358869,1416.9348444325108,1959.9509271910583,657.9567259389006,2518.4277934155125,718.9001658145962,846.0290678174443,572.7429755775314,11002.35579282651,2507.776807619698,0.0,33068.31007774429,15277.485562538648,15850.228538116182
48036.961791118694,647.4606221285648,10831.471670143637,1367.9035197072635,1967.8679491797727,702.8334139505873,2463.2827190191706,723.1237886651558,814.6370451958205,557.2566623327665,10932.401861732635,2482.3906911685067,0.0,32933.373280891115,15103.588510227572,15660.845172560337
48292.023723721344,656.9813977641693,10803.867101081174,1377.0781094966126,1988.8927396588776,656.5344298072191,2491.8851873339772,717.3455504646585,846.6056840406127,567.7036278461496,11065.68746865324,2539.146756323296,0.0,33144.024424623836,15147.999299097508,15715.702926943655
48565.8356266871,613.9161592393634,10903.259623777958,1395.7823812094273,2008.884377075163,682.9259826338015,2412.825371172994,724.1757129581366,848.4427195437718,582.6962263502404,10987.209225487524,2516.740916613459,0.0,33094.16246971161,15471.673156975483,16054.369383325726
48074.65512559747,645.9385045165706,10843.87666171833,1392.7466568549876,1969.1838390280875,639.1717788215714,2479.160711708599,714.5029645825489,845.6443769045413,578.4145403181348,10945.309004083398,2513.200061355188,0.0,32988.734559573815,15085.920566023648,15664.335106341785
47946.1913507232,653.7055106908091,10905.604179315611,1353.432758335928,1965.2104572010226,644.2793360915523,2474.3989159834914,682.8708081250752,844.0971826981421,558.0331055485414,10831.079992674915,2523.669212814213,0.0,32878.34835393076,15067.842996792446,15625.876102340988
48424.00971437016,662.3564121150607,10926.98653065878,1382.986544554609,2030.4645090064312,663.7402031800951,2409.607857579003,678.3974042171477,822.9728090321815,537.6570463718245,11023.523794620318,2587.364331689961,0.0,33188.40039665358,15235.609317716577,15773.2663640884
48615.83710635465,665.5287815778743,10774.350089034808,1379.0758415243552,2012.454930470935,683.781248045805,2445.49716177912,708.9968113405088,871.4771715875363,592.2834723197174,11019.126519407959,2533.5826622136638,0.0,33093.871216982574,15521.965889372075,16114.249361691796
49038.7453757892,682.5523389662492,10902.936828729014,1417.2500500728797,2074.643296559763,681.1506961560848,2541.5938917963554,713.8192794811736,864.5043649673756,574.2757655892393,11121.07338498413,2574.293463637725,0.0,33573.81759535073,15464.92778043847,16039.20354602771
48979.68469809616,654.6702159215728,10914.307444914586,1417.5171445704352,2088.647697294499,681.5999958841797,2528.499311508804,737.2284229193059,850.5589302784274,559.1038216443586,11115.034048474605,2536.831754060568,0.0,33524.894965826985,15454.789732269188,16013.893553913545
49087.62143429144,691.929634134687,10992.620465419452,1406.9385018609603,2058.6971457634245,709.2409187694585,2501.4067209712507,741.3713889620826,859.8796220312355,588.4999345875125,11057.88055738852,2609.4497061460565,0.0,33629.41466144713,15458.206772844309,16046.706707431818
