all_cause,septicemia,cancer,diabetes,Alzheimers,influenza_pneumonia,chronic_LRD,other_respiratory,kidney,NEC,heart_disease,CBVD,COVID19_UCOD,Explained,Unexplained,Total Unreported
55048.79676626376,812.8476656261998,11322.838701791921,1624.6420041952813,2511.8405925337124,1131.5590382137595,3128.7554915771434,855.0450747259545,1007.2760359210663,720.2056072695517,13046.083908124241,2892.896037159954,0.0,38333.78454986923,16715.012216394527,15994.806609124975
55702.43704185962,816.9866608161807,11022.615712815852,1707.0659158019855,2418.685964500633,1370.1940300543015,3352.533650356879,843.0611547941082,1041.5875199818581,687.4830826094267,13424.350804846166,2886.937389935423,0.0,38884.01880390338,16818.41823795624,16130.935155346817
59149.004000267785,865.5194073700537,11204.414342536875,1881.2118756364948,2539.824360733385,1812.962903300516,3686.829743204148,948.4764547644451,1081.3707067764353,671.4191054146779,14303.45071314173,2985.9173482647584,0.0,41309.97785572884,17839.026144538948,17167.60703912427
59808.15198578281,871.4729295574474,11578.38855891741,1759.924787364056,2676.547477225846,2011.2739509657945,3811.189687016607,949.9270381624063,1075.9502544140223,656.3751425356547,14092.645672424038,3081.8680798324467,0.0,41909.188435880096,17898.963549902714,17242.58840736706
58469.32503999125,859.4428842913662,11313.889265584272,1755.2373472376828,2698.8648572432253,2035.4775425378,3630.964641584842,937.2896100328547,1099.0390184832627,625.0929511992167,13638.625957444725,3098.9597588986267,0.0,41067.790883338654,17401.534156652604,16776.441205453386
57330.45434474872,838.678654377401,11184.111431927971,1708.0347457090454,2564.971091064057,1850.444618606936,3569.2024591493573,923.240036283871,1058.7791372722143,638.0661352239648,13430.31470903325,2994.777162285212,0.0,40122.554045709316,17207.9002990394,16569.834163815434
56557.256944765075,822.0790448391033,11038.205624075405,1738.8761178889738,2525.4134718662267,1790.1970825336289,3406.7918549455385,925.2339395810872,1048.1356124398787,618.9908029348428,13226.247519073071,2951.070297823125,0.0,39472.25056506605,17085.006379699033,16466.015576764185
56722.386776946434,810.9434504788852,11214.473547172858,1697.6935980678072,2491.960563451336,1708.4061789760815,3512.061091357464,898.4008741441403,1005.2539449195951,606.8531318888795,13283.70663916747,2905.484777436702,0.0,39528.384665172365,17194.002111774076,16587.148979885198
55861.23199832582,801.3250649994127,11155.38952645512,1693.9954220343366,2497.1016353270625,1709.7004487413571,3410.74378628001,908.5497669300247,1027.3944451930315,621.4460255371182,13112.418349275926,2879.671726315481,0.0,39196.29017155179,16664.941826774033,16043.495801236917
54991.689172952196,809.8721857917873,11076.479289544946,1602.7834469271006,2434.024682977755,1581.0375085505252,3324.229567336129,927.2534680639895,1013.7549403777343,565.5834864363802,12825.481237552684,2865.8349075704004,0.0,38460.75123469306,16530.937938259136,15965.354451822757
54427.65128098897,796.3274941635291,10896.736063566786,1679.2744024576666,2218.855145436041,1472.8133584154434,3235.6137533524425,850.6523242349726,953.3048993747997,598.2624482808385,13008.29738503357,2858.9510592171832,0.0,37970.825885252416,16456.82539573654,15858.562947455706
54947.649313001624,753.4278890132649,11155.06921163404,1622.9915443489676,2314.985253303533,1390.3996968830145,3291.563418084515,892.8676709647078,978.4875049654324,618.4372329613134,13017.064882422846,2875.337979714285,0.0,38292.1950513346,16655.454261667022,16037.017028705708
54283.698376136505,779.6202588453491,10996.710476988872,1591.2839089674314,2333.7171421417524,1356.6187201286345,3284.9076998466107,877.1907000365279,1017.6838090450883,592.6959323600138,12793.47635001719,2846.6493869828278,0.0,37877.85845300031,16405.839923136202,15813.143990776183
53679.34140118429,740.8314611808113,10934.679098178267,1626.4257809698706,2286.9552938069187,1277.4342277689107,3231.0954394515984,879.7330482701365,972.3776691453528,555.9702259940448,12674.308728451828,2832.210244448706,0.0,37456.050991672404,16223.290409511894,15667.32018351785
53044.0663104205,777.049722907486,10754.000486959854,1590.1408937604115,2333.6633292518113,1235.28550652196,3236.6081424824824,871.7266848584482,958.8816653698984,554.3710165191034,12478.698905171414,2824.4935115979792,0.0,37060.54884888175,15983.517461538753,15429.146445019649
53175.110094212425,724.1601011225919,10882.689052336373,1606.4457477006106,2266.647258160875,1189.0721031235184,3156.998206077661,815.9000210176707,946.2365496846413,584.6690687997766,12478.829593618413,2815.5491344647608,0.0,36882.52776730712,16292.582326905307,15707.913258105533
52561.132039336735,744.3835736558708,10830.14280803967,1570.060922266976,2116.720265009783,1047.9716112514873,3205.4745772230244,835.897991916911,947.2975642974648,596.7298642886814,12327.959395745947,2832.294807561471,0.0,36458.20351696859,16102.928522368145,15506.198658079464
51611.61507010802,715.1234733209035,10737.323935901792,1531.928195318712,2174.100012991266,989.612849251376,3048.794490128421,836.0517430310283,938.7222558008356,552.9691209739461,12204.19415412953,2689.6540441415764,0.0,35865.505154015416,15746.109916092602,15193.140795118656
51015.53096049863,701.58903176692,10750.707122897518,1533.2814030110658,2136.83611176318,923.5194167705575,3027.322873164102,816.345965211318,908.5087666329268,570.60668245795,11937.685450462352,2709.4161973697965,0.0,35445.212339049715,15570.318621448909,14999.71193899096
51109.3571003221,666.7854781782457,10888.178626737434,1520.3184690605915,2097.4988691622493,887.3934057123536,2922.015198973647,816.8021594792398,899.8360824306899,556.9902403097707,11925.778406087564,2721.8076237167606,0.0,35346.414319538766,15762.942780783334,15205.952540473565
50130.14453452717,676.2859878035617,10671.853327358564,1521.7459897914355,2012.3813547636807,781.0170293533693,2953.5127078325568,807.8244696046298,865.1170919547801,542.8202281880616,11715.624377011714,2541.93883432874,0.0,34547.30116980303,15582.84336472414,15040.02313653608
49540.70878541352,634.055265962415,10684.229378594116,1459.2712952684608,2026.9255605591159,761.8725090628946,2817.622475837605,763.9407253986008,891.8066563518838,560.4116643378302,11585.92355083788,2592.4065462527515,0.0,34218.053964125735,15322.65482128779,14762.243156949959
49612.063728142784,629.0346324594137,10867.801469052742,1465.3273181985996,1995.0949242862855,743.2738711902432,2862.851740180282,748.3406300274795,863.7356965581715,554.8810236769662,11598.768542971497,2573.871971344316,0.0,34348.100796269035,15263.962931873755,14709.081908196791
49288.5442132053,655.7395719679296,10668.6035920746,1422.2431457486878,1998.5137857957766,745.7777816453223,2826.6667911949994,779.0487512418393,879.2409787422537,530.8926836647254,11456.986289234796,2562.692814168431,0.0,33995.51350181463,15293.03071139067,14762.13802772594
49858.794573656785,643.1328940612012,10701.638744000098,1482.4087471905054,2048.9661226083763,723.6347188533173,2790.384466504109,748.8121994068131,853.0972967629732,571.6523219593619,11545.837854926796,2574.891985660041,0.0,34112.805029974246,15745.989543682539,15174.337221723175
49333.70422358392,645.1037346912999,10785.354428816214,1427.5380347012383,2023.3042600827039,725.6978101518863,2758.1693864832782,785.0893990605663,876.1706857208021,538.8016713708057,11366.955767113108,2518.147808246283,0.0,33911.53131506739,15422.172908516528,14883.371237145722
49041.77460009922,655.2731276257333,10784.142159645135,1429.1218690647681,1979.6024546950464,716.0742996352764,2688.3033989677915,754.8912850040692,889.2924958225307,556.0419765139662,11281.294932815286,2611.620254544579,0.0,33789.61627782023,15252.158322278992,14696.116345765024
48902.12981666229,643.5737132177114,10795.559697010607,1390.8584536695048,1961.508698943121,735.7775149364179,2658.9331103343743,725.6696224476314,854.0993734487187,580.6300118339718,11295.805825869329,2532.548513001875,0.0,33594.33452287929,15307.795293782998,14727.165281949026
49323.89095476782,658.2229822744596,10748.605593820419,1445.7855415672811,1932.1179101611544,697.5345996897037,2627.263912731367,751.9516804296175,828.4887612944187,582.6905406139722,11419.794138526628,2552.7335477566253,0.0,33662.49866825168,15661.392286516146,15078.701745902174
48974.25614344342,666.2959711689318,10698.20713586047,1409.0777728312928,1948.358701137138,652.6846540578898,2617.586589324816,736.8359670306729,900.8637843021213,555.9522883640644,11297.627974459741,2527.540692091717,0.0,33455.07924226479,15519.176901178633,14963.224612814567
48527.765965533916,666.8700412910102,10686.259091188584,1446.1597352410074,1971.104021755476,653.1562234372233,2537.0207015684837,726.2821303482393,869.2202118848004,568.0105213344004,11055.8764983008,2511.8995964234978,0.0,33123.848251439136,15403.91771409478,14835.90719276038
48426.23597141527,651.1290073986149,10821.395810798951,1384.2975486186401,1994.66435520405,692.5293412981142,2484.2771433420016,745.826469498126,840.4214308548923,560.0220955526927,11072.365919540649,2502.778405509045,0.0,33189.685432063096,15236.550539352173,14676.52844379948
48475.55803965098,655.7575095979098,10829.776367884358,1385.358563231464,1994.1953483432849,658.6433012824207,2453.0077645984065,739.1912514087718,831.4744912031058,568.0720217800474,11139.697246378233,2542.69740578776,0.0,33229.79924971571,15245.758789935271,14677.686768155225
48771.46002865599,611.9890787274687,10837.631476737795,1428.1479800832776,1993.7007162968341,674.8610295912868,2397.4143559100808,732.6713466550058,858.1076801917,601.7376851988394,11050.937865391998,2482.162801672061,0.0,33067.62433125752,15703.835697398477,15102.098012199638
48077.872235263625,633.0967520923361,10774.974843396447,1372.282878463971,1956.503440551532,617.3582807185095,2512.1584107989283,716.6381196830803,864.5788970926624,595.3151561506808,10960.65365393202,2574.9022357343147,0.0,32983.14751246382,15094.724722799818,14499.409566649136
48187.457280646755,636.110669705278,10955.456140685072,1381.388694267012,1987.1218736159894,621.9714078063928,2491.8068123372186,686.463068293701,861.2420361773671,546.9617858966112,10858.910904809463,2512.368603284264,0.0,32992.84021098176,15194.617069664993,14647.65528376838
48314.86445481356,655.1834394758315,10809.20945190018,1371.8676844931467,2020.4825313624085,648.6225344249674,2395.128259533334,686.8654496716817,822.4429884385547,546.8797853024154,11038.349125115248,2570.824740989981,0.0,33018.976205405335,15295.888249408217,14749.008464105806
48490.83788616373,640.6366711618282,10769.751770926523,1343.6480986224547,2012.773486067388,646.1698743412608,2454.5505986648386,723.1118991026116,853.540678438052,591.2248488135035,10925.065903698638,2500.3129328324953,0.0,32869.561913856094,15621.27597230764,15030.051123494135
48829.524035058,675.8246684985028,10889.98290366057,1414.6263511221368,2046.6159632674146,639.1758376895925,2514.869951220773,718.1527660452573,847.6537817334424,547.9561750266508,11058.172844751824,2578.1442834625727,0.0,33383.2193514521,15446.3046836059,14898.348508579247
49033.05303015607,647.2103888055353,10902.466514713298,1429.7600021510616,2088.4519912862866,670.8399102554623,2513.009298889125,766.4753860765031,837.9123953626761,533.8348507577457,11145.640452528647,2528.0481367310113,0.0,33529.814476799605,15503.238553356467,14969.403702598718
49211.215248140084,693.446854871095,10966.084356368709,1419.4804209181775,2047.0824076096105,688.4236588495249,2494.215909605259,748.8121994068131,877.8032079371354,593.1700642579159,11108.681556972932,2660.8527005931,0.0,33704.883273132364,15506.331975007726,14913.161910749812
